age,income,credit_score
50,53167,756
35,68711,729
31,67004,647
48,50116,780
42,14949,743
38,33413,680
32,61450,659
38,26746,720
35,45100,689
29,55077,713
36,72044,730
37,41375,677
32,40348,655
43,49213,715
47,55264,679
44,47686,706
33,65739,646
42,38013,690
36,51802,729
24,56678,724
41,43997,668
36,62596,653
58,52234,701
48,61833,722
41,52912,716
37,55646,680
36,40514,712
26,40538,760
19,68366,708
27,59533,635
35,34656,708
18,52713,782
30,14393,649
33,41391,701
33,64415,691
29,48123,704
32,51769,708
51,4754,746
41,44116,703
30,55074,751
34,56979,695
35,64435,686
28,46846,673
28,47515,627
44,30018,711
31,46932,782
25,31076,718
35,22282,727
36,33722,683
18,72630,690
35,45942,739
43,53298,780
39,42298,760
55,23142,732
46,64042,701
48,17417,708
60,41678,670
42,49181,642
36,53457,655
44,39103,702
30,22431,688
36,37984,641
29,38769,699
39,38404,687
29,64551,653
29,31796,685
39,54515,687
34,52374,675
18,64407,737
22,48003,624
25,61867,621
27,47417,700
39,56516,704
37,27456,716
45,10426,678
42,55663,663
45,56468,700
40,57133,682
37,42126,762
45,72346,687
43,43102,698
38,56313,799
46,58920,692
18,75781,722
32,45245,726
32,40202,729
45,27528,712
49,73286,708
22,56321,704
48,56796,677
24,96751,713
25,54876,781
33,30465,748
32,47061,712
21,35378,734
41,44062,665
41,43961,690
44,41195,738
31,29101,759
35,73888,669
35,54483,681
50,46618,787
18,61365,704
26,57066,773
35,54135,708
25,60275,710
33,52009,688
34,60053,738
29,61297,754
36,52441,659
41,46694,686
33,72956,737
31,42831,695
34,55870,680
35,56209,740
19,40857,744
39,37883,682
31,44692,708
46,42617,652
40,28128,664
46,40228,705
26,53993,701
32,68989,661
24,58316,671
29,11007,657
46,59620,718
48,41628,621
25,56796,660
31,49788,625
34,47110,717
40,48466,628
19,49664,701
21,70166,766
39,49705,767
18,66283,628
31,64099,712
36,60006,660
39,23201,652
34,66749,695
32,43131,749
43,60736,724
38,35412,671
29,32224,728
35,79646,610
38,35645,670
50,67192,667
42,51776,703
46,43698,692
30,49328,694
30,30484,693
33,49794,701
34,33759,722
26,44068,706
46,63879,689
43,53813,716
32,27767,733
41,62772,678
37,49894,698
41,41867,746
23,61200,656
34,47492,772
34,32515,646
41,77717,686
29,49741,662
18,48779,788
25,43923,680
34,67699,680
36,42127,685
50,26825,704
40,39820,687
36,69902,695
35,62482,559
45,46175,702
30,70599,701
34,61219,742
25,46001,752
48,47511,692
39,54940,733
29,37522,656
34,50068,731
40,54628,677
33,24696,653
30,47160,693
29,45454,756
38,65421,707
32,22333,760
31,44277,670
23,42774,742
36,64401,674
33,49347,709
32,76941,709
37,59933,726
42,43847,710
41,53595,670
40,44689,735
33,62891,769
30,30017,677
26,37645,627
30,56835,720
35,68386,687
28,16970,695
36,70617,722
26,47898,682
20,21742,689
42,4974,696
31,27059,759
27,49704,701
25,49012,651
39,59498,652
47,41758,706
31,33379,655
33,43804,638
45,50504,725
19,53462,727
53,38163,685
57,63522,712
18,40679,708
34,36954,724
29,41864,724
33,66123,596
31,48008,690
42,39582,721
34,63892,684
27,82141,701
33,53145,730
40,68508,703
24,65541,760
20,40915,745
53,50400,695
29,30762,692
34,46926,586
31,40607,687
40,43957,646
51,38752,709
40,45694,706
21,57983,728
23,48208,756
31,22034,699
33,38808,791
20,27209,709
42,53661,648
25,57550,678
48,53848,685
51,38189,724
33,53703,662
39,42948,688
24,32927,694
41,61129,682
31,62270,732
25,64233,726
32,40875,747
31,67690,687
32,42596,748
44,59803,645
28,42336,644
51,46640,651
23,13682,700
50,45471,748
26,51366,676
35,43849,681
31,76343,691
32,32563,723
42,41546,681
48,36427,679
46,41543,646
31,65471,677
37,72170,747
28,39488,704
26,39155,670
25,32643,749
31,69594,677
37,66815,757
18,48410,756
35,29059,702
49,30400,640
45,52559,792
30,58240,715
22,19008,687
39,45180,738
18,74274,728
45,46737,752
33,72345,674
51,59736,713
19,33736,653
43,45610,727
34,48070,699
32,35712,711
23,35452,694
40,72602,690
41,35340,665
51,66177,732
44,43453,760
30,49615,678
26,58428,722
23,41022,717
48,58519,700
28,19304,639
48,56596,648
40,12972,669
38,46597,614
32,62814,756
41,59334,715
35,30524,699
32,32455,612
41,39670,627
34,52793,700
28,19521,779
40,49802,672
34,54671,735
39,45754,681
31,57880,702
24,53356,749
51,41875,686
49,20957,672
43,52001,757
32,35704,702
32,41325,744
47,57187,673
32,71260,756
29,49429,711
52,58311,717
35,28333,705
51,53683,680
22,49101,700
40,68438,682
54,41893,738
35,46375,692
33,65882,640
24,48619,633
45,33367,631
28,88274,725
34,33821,654
24,49029,712
49,55200,705
45,54014,697
35,47154,718
25,47229,706
49,46476,592
32,33261,687
25,82253,717
19,46700,766
29,58954,767
22,44980,645
29,44679,686
42,43168,637
32,26752,761
38,47591,741
28,43895,714
36,67573,707
52,32049,755
32,41343,748
38,36523,746
21,71638,718
49,36959,686
31,58434,731
44,64552,733
34,47808,692
41,29348,686
41,29538,745
31,62896,767
45,31091,670
28,55880,689
42,51715,714
31,55657,719
38,57074,679
31,35995,775
35,35367,717
25,60724,721
37,40560,770
35,8748,682
30,59731,696
35,34456,650
36,57007,693
29,70892,640
34,50251,730
26,64936,717
56,52307,689
45,73811,696
37,34068,730
46,49877,655
18,60097,708
18,47144,728
31,67283,629
23,43519,727
33,81041,633
37,81833,695
43,54231,653
25,58289,757
39,67875,654
35,32192,634
38,30320,705
30,68846,683
47,54110,640
34,46602,721
51,50167,620
28,14209,659
42,47142,677
34,38704,732
32,63771,752
41,64925,744
32,58650,694
18,55932,603
18,27540,716
46,58860,759
46,59441,749
52,68678,719
35,81773,652
23,24612,679
31,44173,777
35,38866,643
26,52588,654
50,50201,738
55,46489,683
39,65414,653
35,33479,761
23,34383,718
49,34637,685
36,44595,654
32,31571,782
39,49271,699
30,47518,756
36,38202,736
22,63106,679
45,49107,679
34,65940,758
45,47074,759
33,49637,625
34,41558,722
24,49894,695
42,60683,659
27,43830,710
31,57776,646
35,37809,681
36,61386,668
20,41301,680
33,62775,697
42,50915,659
32,72814,763
33,32689,720
36,27857,772
34,40757,694
26,29231,678
35,29259,770
44,59323,677
26,49937,693
32,42805,729
23,44196,650
43,41041,728
34,74756,723
27,38967,751
36,30168,736
24,61941,752
26,46764,696
22,80582,665
25,42107,784
47,62690,639
28,66233,643
39,42180,723
27,38856,765
42,61120,708
26,58623,740
35,28841,620
35,33073,680
56,11954,625
41,58931,731
30,46073,638
41,47568,649
54,24628,721
20,33528,742
27,42831,694
33,39915,723
31,51768,722
32,58752,691
23,84044,656
48,49700,723
22,66731,725
33,37550,736
44,24876,712
35,44715,653
26,26034,728
23,50220,700
33,38293,681
28,20686,688
37,76040,672
22,41937,736
42,25436,643
36,63473,660
37,39071,687
48,66352,765
31,38999,742
28,41887,634
30,55172,754
33,58898,754
34,61527,653
28,48654,599
18,57929,697
30,61184,745
38,53009,764
36,47860,665
46,28321,770
53,58988,611
42,50633,685
47,43796,683
42,69166,746
50,28582,752
52,74661,738
44,49666,646
41,54763,735
33,44074,720
35,24994,633
32,47906,617
41,55021,742
29,60143,693
33,47030,649
18,17112,692
51,26875,715
33,80780,697
39,33612,638
48,71406,775
38,35989,740
48,47263,687
24,59378,688
57,37697,714
45,73883,655
37,51136,713
48,56913,647
24,45986,697
32,59881,653
48,73682,655
18,48031,766
40,75946,702
40,40826,708
53,61461,620
21,57337,676
49,33971,718
30,53207,708
31,50110,614
24,37202,708
25,55370,715
39,52194,751
25,48911,674
42,48971,610
29,48650,660
24,44485,656
30,52098,729
38,40341,591
33,89852,682
35,28860,757
41,41229,700
45,42414,736
32,80607,634
26,30198,636
36,56389,757
39,53726,704
